"order_id","date","status","asin","quantity","price","discount","city","state","zip"
"113-1540573-4213048",2025-03-08 02:30:59,"Shipped","B0DBYYVZMX",1,69.99,17.5,"Kriyat shmone","","11647"
"114-9177399-3792206",2025-03-08 00:29:26,"Shipped","B0DBVPWW8F",1,38.99,7.8,"BLUE RIDGE","TX","75424"
"111-5241257-2586624",2025-03-07 23:59:01,"Shipped","B0DBYYXW44",1,199.99,40,"CHICKAMAUGA","GA","30707"
"112-8971215-5434627",2025-03-07 23:49:33,"Shipped","B0DBYY5XMP",1,38.99,9.75,"Woodland Hills","Ca","91367"
"111-5888572-0007421",2025-03-07 23:08:59,"Shipped","B0DBZ767W8",1,109.99,0,"HENDERSON","NV","89074"
"113-8660979-9371430",2025-03-07 21:54:55,"Shipped","B0DBVM2KQN",1,35.99,7.2,"CUMMING","GA","30040"
"113-5098831-7838603",2025-03-07 20:25:13,"Shipped","B0DBYSVWYJ",1,159.99,0,"HASTINGS","MI","49058"
"111-5168470-0998645",2025-03-07 19:51:31,"Shipped","B0DBZB9JY5",1,69.99,17.5,"PHOENIX","AZ","85086"
"114-6985469-4471419",2025-03-07 18:21:30,"Shipped","B0DBYLGSS5",1,38.99,9.75,"NEW YORK","NY","10069"
"114-0515928-0997011",2025-03-07 18:21:26,"Shipped","B0DBYZ1P1H",1,199.99,0,"LAKE FOREST","IL","60045"
"113-1261125-8243417",2025-03-07 17:29:41,"Shipped","B0DBYYVZMX",1,69.99,17.5,"PELZER","SC","29669"
"112-9537750-8561046",2025-03-07 16:17:57,"Shipped","B0DBVMLB8P",1,219.99,0,"HARTFORD","AL","36344"
"113-4015919-1200236",2025-03-07 16:11:08,"Shipped","B0DBVPWW8F",1,38.99,7.8,"STATESVILLE","NC","28677"
"111-4689347-5372211",2025-03-07 16:08:52,"Shipped","B0DBZ7YNH5",1,38.99,7.8,"STURBRIDGE","MA","01566"
"112-3725175-6093869",2025-03-07 14:35:22,"Shipped","B0DBYP9F11",1,38.99,9.75,"LISBON","ME","04250"
"111-2507912-7271445",2025-03-07 13:44:32,"Shipped","B0DBVJDNXF",1,119.99,0,"MODESTO","CA","95355"
"111-8579015-7958631",2025-03-07 13:36:18,"Shipped","B0DBYVNMF8",1,159.99,0,"GEORGETOWN","OH","45121"
"112-3798787-6951447",2025-03-07 13:14:14,"Shipped","B0DBYT5KQ7",1,119.99,40,"RALEIGH","NC","27612"
"113-4782018-4512213",2025-03-07 13:11:05,"Shipped","B0DBVNT5V3",1,53.99,0,"SPENCERPORT","NY","14559"
"111-7376731-4001822",2025-03-07 12:55:55,"Shipped","B0DBVMLB8P",1,219.99,40,"GREAT FALLS","MT","59401"
"112-3269805-4884206",2025-03-07 12:32:19,"Shipped","B0DBYVNMF8",1,159.99,0,"CLINTON","SC","29325"
"113-5187440-9570614",2025-03-07 12:24:43,"Shipped","B0DBYMRB1C",1,38.99,7.8,"EAGLE RIVER","AK","99577"
"112-7299613-8600219",2025-03-07 12:23:37,"Shipped","B0DQ8FXRDX",1,159.99,0,"ROANOKE","VA","24019"
"111-4972498-5304210",2025-03-07 12:17:18,"Shipped","B0DBYV567L",1,119.99,40,"Franklin Lakes","NJ","07417"
"111-7349307-1529815",2025-03-07 11:12:35,"Shipped","B0DBZ697XG",1,26.99,0,"Jersey City","NJ","07302"
"114-3392076-0863457",2025-03-07 11:06:44,"Shipped","B0DQ8CQ71N",1,119.99,40,"Plant city","FL","33565"
"111-2485446-4574661",2025-03-07 11:04:29,"Shipped","B0DBYZ1P1H",1,199.99,20,"ALLEN PARK","MI","48101"
"111-7900075-4377826",2025-03-07 10:59:09,"Shipped","B0DBVKS2S4",1,35.99,9,"Johnstown","Ohio","43031"
"113-5286937-7784227",2025-03-07 10:21:07,"Shipped","B0DBVMLB8P",1,219.99,40,"PEARL RIVER","LA","70452"
"114-7867567-2280247",2025-03-07 10:04:52,"Shipped","B0DBVNT5V3",1,53.99,8.1,"MURFREESBORO","TN","37129"
"111-8619631-3147428",2025-03-07 09:59:03,"Shipped","B0DBVMLB8P",1,219.99,40,"CLEVELAND","TN","37311"
"112-0107063-5167413",2025-03-07 09:50:00,"Shipped","B0DBZ5DYF4",1,119.99,40,"","",""
"111-7308374-5885035",2025-03-07 09:19:52,"Shipped","B0DQ8FXRDX",1,159.99,0,"ENCINO","CA","91436"
"113-4350614-3958664",2025-03-07 09:00:33,"Shipped","B0DQ8R6L2D",1,149.99,40,"NORTHPORT","AL","35475"
"113-4350614-3958664",2025-03-07 09:00:33,"Shipped","B0DBYZ1P1H",1,199.99,20,"NORTHPORT","AL","35475"
"114-0177147-7993049",2025-03-07 08:17:36,"Shipped","B0DBYMRB1C",1,38.99,7.8,"DAVENPORT","FL","33837"
"112-7562696-0780201",2025-03-07 08:00:17,"Shipped","B0DBY8NGRN",1,159.99,40,"OLD SAYBROOK","CT","06475"
"112-6539339-2398669",2025-03-07 07:11:55,"Shipped","B0DBZ7YNH5",1,38.99,7.8,"WAUWATOSA","WI","53222"
"112-6539339-2398669",2025-03-07 07:11:55,"Shipped","B0DBYMRB1C",1,38.99,7.8,"WAUWATOSA","WI","53222"
"114-2662647-0436229",2025-03-07 07:05:20,"Shipped","B0DBYP9F11",1,38.99,9.75,"FARMINGTON HILLS","MI","48331"
"112-2867434-5433040",2025-03-07 06:14:18,"Shipped","B0DBVMLB8P",1,219.99,40,"DAPHNE","AL","36526"
"114-8881633-8969829",2025-03-07 05:37:28,"Shipped","B0DBZGL9YS",1,159.99,40,"BOYNTON BEACH","FL","33426"
"112-8559634-2593008",2025-03-07 04:25:33,"Shipped","B0DQ8D9WPY",1,119.99,40,"TAMPA","FL","33619"
"112-4853838-9360205",2025-03-07 03:38:07,"Shipped","B0DBYMRB1C",1,38.99,7.8,"Norfolk","VA","23502"
"112-7689092-2771426",2025-03-07 03:29:29,"Shipped","B0DBYV7V8N",1,69.99,14,"ALBRIGHTSVILLE","PA","18210"
"111-6207418-3928242",2025-03-07 03:17:42,"Shipped","B0DQ8D9WPY",1,119.99,40,"PORTLAND","OR","97211"
"114-5226417-4398630",2025-03-07 03:10:15,"Shipped","B0DQ8SFYYM",1,119.99,119.99,"GREENFIELD","MA","01301"
"112-8918212-7645849",2025-03-06 22:30:21,"Shipped","B0DBYW12W5",1,85.99,0,"CHATHAM","NY","12037"
"113-9299054-7848204",2025-03-06 22:21:27,"Shipped","B0DBYP9F11",1,38.99,9.75,"CHICAGO","IL","60622"
"114-9881619-4873815",2025-03-06 21:35:55,"Shipped","B0DBYZM1X6",1,39.99,0,"OAKLAND","CA","94605"
"114-7608015-6728201",2025-03-06 21:10:01,"Shipped","B0DBZ1H9PP",1,159.99,40,"LITTLETON","CO","80122"
"113-2731101-3346663",2025-03-06 21:07:30,"Shipped","B0DBZ7YNH5",1,38.99,7.8,"SAN PEDRO","CA","90731"
"114-3454802-7304212",2025-03-06 21:04:28,"Shipped","B0DBVN24HV",1,199.99,40,"SAN CLEMENTE","CA","92673"
"114-9803939-4964263",2025-03-06 21:04:03,"Shipped","B0DBYLGSS5",1,26.99,0,"IRVINGTON","NJ","07111"
"114-5059359-5129025",2025-03-06 20:53:13,"Shipped","B0DBYYXW44",1,199.99,40,"FRESNO","CA","93705"
"114-0646660-9285813",2025-03-06 20:02:35,"Shipped","B0DBVNT5V3",1,53.99,8.1,"NEW YORK","NY","10009"
"112-4897839-1020241",2025-03-06 19:46:43,"Shipped","B0DBVPWW8F",2,77.98,0,"MOUNT PLEASANT","UT","84647"
"114-4091557-4605847",2025-03-06 19:08:19,"Shipped","B0DBYV7V8N",1,69.99,14,"SACRAMENTO","CA","95835"
"112-7620723-0181036",2025-03-06 18:26:42,"Shipped","B0DBZ4M9KK",1,199.99,40,"ISLAND CITY","OR","97850"
"114-7696426-2674602",2025-03-06 17:14:55,"Shipped","B0DBVMLB8P",1,219.99,40,"KANSAS CITY","MO","64113"
"112-5272478-1267413",2025-03-06 17:06:04,"Shipped","B0DBVJDNXF",1,119.99,40,"POWDER SPRINGS","GA","30127"
"114-0845569-0555429",2025-03-06 16:16:49,"Shipped","B0DBYV567L",1,119.99,0,"VAN WERT","OH","45891"
"111-8034513-5586603",2025-03-06 14:55:53,"Shipped","B0DBYLGSS5",1,38.99,9.75,"SNOHOMISH","WA","98290"
"112-4013806-1843462",2025-03-06 14:12:08,"Shipped","B0DBYV567L",1,119.99,40,"MARTINSBURG","WV","25403"
"112-0316067-7025030",2025-03-06 14:04:49,"Shipped","B0DBYX9CK6",1,52.99,7.95,"RHINEBECK","NY","12572"
"112-0382207-1720251",2025-03-06 13:34:53,"Shipped","B0DBZ7YNH5",1,38.99,7.8,"ROCHESTER","NY","14618"
"113-3236386-0098669",2025-03-06 13:31:51,"Shipped","B0DBZB9JY5",1,69.99,17.5,"LOUDON","TN","37774"
"113-6465358-9089056",2025-03-06 13:13:52,"Shipped","B0DBYYVZMX",1,69.99,0,"MANNING","SC","29102"
"111-8325550-3245053",2025-03-06 13:05:40,"Shipped","B0DBZ5DYF4",1,119.99,40,"METROPOLIS","IL","62960"
"112-2230259-4915435",2025-03-06 12:12:07,"Shipped","B0DBZGL9YS",1,159.99,0,"MIAMI","FL","33146"
"114-3414478-9619456",2025-03-06 11:34:53,"Shipped","B0DBYV567L",1,119.99,40,"SPANISH FORK","UT","84660"
"114-7379690-9048218",2025-03-06 11:17:02,"Shipped","B0DBYP9F11",1,38.99,9.75,"PITTSBURGH","PA","15202"
"111-3307138-7885014",2025-03-06 11:16:09,"Shipped","B0DBYMRB1C",1,38.99,0,"MINNEAPOLIS","MN","55419"
"114-1600185-3427448",2025-03-06 10:04:10,"Shipped","B0DBVMLB8P",1,219.99,40,"EVERETT","WA","98203"
"111-5123398-0582649",2025-03-06 10:03:09,"Shipped","B0DBYSVWYJ",1,159.99,40,"SAN MARCOS","CA","92078"
"114-5563550-9177814",2025-03-06 09:55:17,"Shipped","B0DBYYXW44",1,199.99,40,"CHAGRIN FALLS","OH","44023"
"114-6831387-2893041",2025-03-06 09:21:20,"Shipped","B0DBZGL9YS",1,159.99,40,"VAN ETTEN","NY","14889"
"111-8128982-0737041",2025-03-06 09:18:54,"Shipped","B0DBVNT5V3",1,53.99,0,"VIRGINIA BEACH","VA","23456"
"112-2154126-2349864",2025-03-06 08:27:57,"Shipped","B0DBZ5DYF4",1,119.99,40,"HENDERSONVILLE","TN","37075"
"111-1704274-4364209",2025-03-06 07:36:49,"Shipped","B0DBYMRB1C",1,38.99,7.8,"HALLSVILLE","MO","65255"
"112-9598293-5010625",2025-03-06 07:02:53,"Shipped","B0DBVPWW8F",2,77.98,0,"LEESBURG","FL","34788"
"113-1845780-1282618",2025-03-06 06:59:21,"Shipped","B0DBZGL9YS",1,159.99,40,"WYOMING","MI","49509"
"112-5862156-7810665",2025-03-06 05:50:00,"Shipped","B0DBVPWW8F",1,38.99,7.8,"High Ridge","MO","63049"
"114-6779356-0613015",2025-03-06 05:27:23,"Shipped","B0DBZ767W8",1,109.99,0,"NEW YORK","NY","10003"
"111-6526177-8997020",2025-03-06 05:27:08,"Shipped","B0DBYT5KQ7",1,119.99,0,"WATERFORD","MI","48328"
"113-7082306-0842653",2025-03-06 03:35:48,"Shipped","B0DBYYXW44",1,199.99,0,"HUNTINGBURG","IN","47542"
"111-8955294-0702628",2025-03-05 23:16:23,"Shipped","B0DBZB9JY5",1,69.99,17.5,"ORANGE","CA","92867"
"113-2265454-1856237",2025-03-05 22:18:36,"Shipped","B0DBZ5DYF4",1,119.99,40,"BOTHELL","WA","98012"
"114-2664050-7260269",2025-03-05 21:01:42,"Shipped","B0DBYYXW44",1,199.99,40,"LAND O LAKES","FL","34639"
"113-6107260-9384233",2025-03-05 20:37:33,"Shipped","B0DBVJDNXF",1,119.99,40,"SAN ANTONIO","TX","78260"
"112-1438684-2046603",2025-03-05 20:06:58,"Shipped","B0DBYVNMF8",1,159.99,40,"TIMMONSVILLE","SC","29161"
"113-4556478-1976207",2025-03-05 19:10:25,"Shipped","B0DBYSVWYJ",1,159.99,40,"SPANAWAY","WA","98387"
"111-2355382-5180248",2025-03-05 19:07:40,"Shipped","B0DBYZ1P1H",1,199.99,20,"WOODBRIDGE","NJ","07095"
"111-0094124-9689824",2025-03-05 18:40:46,"Shipped","B0DBYP9F11",1,38.99,9.75,"Lee's Summit","mo","64081"
"114-2933262-8106629",2025-03-05 18:39:10,"Shipped","B0DBYLGSS5",1,38.99,9.75,"SAN RAFAEL","CA","94903"
"114-8973138-4961809",2025-03-05 17:14:45,"Shipped","B0DBVJDNXF",1,119.99,40,"ENNIS","TX","75119"
"111-5772824-7205017",2025-03-05 17:10:05,"Shipped","B0DBVN24HV",1,199.99,40,"NORTH HATFIELD","MA","01066"
"114-3917596-3959407",2025-03-05 17:09:13,"Shipped","B0DBVNT5V3",1,53.99,8.1,"SPRINGFIELD","OH","45503"
"114-3917596-3959407",2025-03-05 17:09:13,"Shipped","B0DBVJDNXF",1,119.99,40,"SPRINGFIELD","OH","45503"
"114-3638138-2348234",2025-03-05 15:57:42,"Shipped","B0DBYZ1P1H",1,199.99,0,"LANGHORNE","PA","19047"
"114-1489216-6041066",2025-03-05 15:28:54,"Shipped","B0DBVMLB8P",1,219.99,40,"MURFREESBORO","TN","37127"
"113-9009638-1436210",2025-03-05 15:05:57,"Shipped","B0DBVMLB8P",1,219.99,0,"Greenfield Twp","PA","18407"
"114-5417647-4700219",2025-03-05 15:02:33,"Shipped","B0DBZB9JY5",1,69.99,17.5,"MANCHESTER","NH","03103"
"114-4171186-2246650",2025-03-05 14:35:31,"Shipped","B0DBVMLB8P",1,219.99,40,"SARATOGA SPRINGS","UT","84045"
"113-0414815-1750631",2025-03-05 14:17:12,"Shipped","B0DBYXH8YW",1,0,0,"SENOIA","GA","30276"
"113-0530342-5061055",2025-03-05 14:07:32,"Shipped","B0DBYXH8YW",1,119.99,40,"WHITINSVILLE","MA","01588"
"111-6749273-3401043",2025-03-05 14:01:52,"Shipped","B0DBYSVWYJ",1,159.99,40,"SALEM","UT","84653"
"113-9384046-2018652",2025-03-05 13:56:19,"Shipped","B0DBYP9F11",1,38.99,9.75,"Niangua","MO","65713"
"113-1732853-4161042",2025-03-05 13:55:17,"Shipped","B0DBYP9F11",1,38.99,9.75,"Niangua","MO","65713"
"113-0589658-5570614",2025-03-05 13:52:31,"Shipped","B0DBY8NGRN",1,159.99,40,"Niangua","MO","65713"
"113-4164772-3666610",2025-03-05 13:51:07,"Shipped","B0DBYYXW44",1,199.99,40,"Niangua","MO","65713"
"113-3990521-9297837",2025-03-05 13:50:50,"Shipped","B0DBYX9CK6",1,52.99,7.95,"Clanton","AL","35046"
"114-8540621-3729046",2025-03-05 13:48:18,"Shipped","B0DBYP9F11",1,38.99,9.75,"Las Vegas","NV","89143"
"113-2138986-2335451",2025-03-05 13:04:46,"Shipped","B0DBVM69Y6",1,109.99,0,"WATERTOWN","NY","13601"
"114-1424650-7879457",2025-03-05 13:02:48,"Shipped","B0DBYMRB1C",1,38.99,7.8,"Royal Oak","Mi","48067"
"114-6586404-0916226",2025-03-05 11:45:55,"Shipped","B0DBZ1H9PP",1,159.99,0,"DOTHAN","AL","36301"
"112-3073464-8783450",2025-03-05 10:40:57,"Shipped","B0DBYYXW44",1,199.99,40,"LUBBOCK","TX","79412"
"112-6177291-5669833",2025-03-05 09:32:02,"Shipped","B0DBZGL9YS",1,159.99,40,"NAPLES","FL","34116"
"113-8625607-5221025",2025-03-05 08:21:53,"Shipped","B0DQ8FXRDX",1,159.99,40,"SAUKVILLE","WI","53080"
"113-9973332-0975401",2025-03-05 08:20:18,"Shipped","B0DBVMLB8P",1,219.99,40,"HILTON HEAD","SC","29926"
"112-3867812-5394636",2025-03-05 08:02:40,"Shipped","B0DBYP9F11",1,38.99,0,"WEST BOUNTIFUL","UT","84087"
"111-0689024-1851448",2025-03-05 07:35:41,"Shipped","B0DBVNT5V3",1,53.99,0,"MECHANICSVILLE","VA","23116"
"114-2305563-4858669",2025-03-05 07:15:22,"Shipped","B0DBYMRB1C",1,38.99,0,"FRANKFORT","KY","40601"
"112-5407714-5705052",2025-03-05 06:47:56,"Shipped","B0DBVM69Y6",1,109.99,0,"BEDFORD","OH","44146"
"111-1523366-5780206",2025-03-05 06:45:37,"Shipped","B0DBYZ1P1H",1,199.99,20,"Petal","Mississippi","39465"
"114-3805990-0477829",2025-03-05 06:08:15,"Shipped","B0DBYY5XMP",2,53.98,0,"ATLANTA","GA","30305"
"114-6123921-5480223",2025-03-05 04:12:32,"Shipped","B0DBYV7V8N",1,69.99,14,"HUNTSVILLE","AL","35811"
"114-1979367-7409006",2025-03-05 03:07:43,"Shipped","B0DBVJDNXF",1,119.99,40,"ALPHARETTA","GA","30004"
"112-0095779-0343416",2025-03-05 00:55:30,"Shipped","B0DBYT5KQ7",1,119.99,40,"SOMERSET","WI","54025"
"111-2714647-6722653",2025-03-04 23:07:49,"Shipped","B0DBVJDNXF",1,119.99,40,"RENTON","WA","98059"
"114-9532001-9971407",2025-03-04 22:52:51,"Shipped","B0DBVM69Y6",1,119.99,0,"FAIRHOPE","AL","36532"
"111-5732868-9529061",2025-03-04 20:57:07,"Shipped","B0DBVMLB8P",1,219.99,40,"TANNERSVILLE","PA","18372"
"113-9641840-7051440",2025-03-04 20:38:49,"Shipped","B0DBYVNMF8",1,159.99,40,"FORTSON","GA","31808"
"113-6087626-6013820",2025-03-04 20:20:06,"Shipped","B0DBYYVZMX",1,69.99,17.5,"MILWAUKEE","WI","53207"
"113-4900998-8161868",2025-03-04 20:10:00,"Shipped","B0DBYV7V8N",1,69.99,14,"PUYALLUP","WA","98373"
"111-7630608-4993813",2025-03-04 20:09:18,"Shipped","B0DBYX9CK6",1,52.99,0,"GREENSBURG","PA","15601"
"114-7624772-6397869",2025-03-04 19:52:04,"Shipped","B0DBYV567L",1,119.99,40,"OPELIKA","AL","36801"
"112-8838842-0762667",2025-03-04 19:37:30,"Shipped","B0DBVPWW8F",1,38.99,7.8,"Fort Worth","Texas","76114"
"111-3929283-3189067",2025-03-04 19:22:18,"Shipped","B0DBYXH8YW",1,119.99,40,"HILLSBORO","MO","63050"
"112-0121921-3194658",2025-03-04 19:04:30,"Shipped","B0DBYV7V8N",1,69.99,0,"MOUNT VERNON","OH","43050"
"114-7312155-8347424",2025-03-04 18:56:39,"Shipped","B0DBYVNMF8",1,159.99,40,"SPARTA","WI","54656"
"114-5971761-2153827",2025-03-04 18:53:04,"Shipped","B0DBYY5XMP",1,38.99,9.75,"BEL AIR","MD","21014"
"113-1288957-6104257",2025-03-04 18:32:10,"Shipped","B0DBZGL9YS",1,159.99,0,"WASHINGTON","DC","20008"
"113-5489066-6244269",2025-03-04 18:29:34,"Shipped","B0DBZ7YNH5",1,38.99,7.8,"WATERLOO","IL","62298"
"113-6014665-1921051",2025-03-04 18:13:52,"Shipped","B0DBYVNMF8",1,0,0,"LATHROP","CA","95330"
"112-6457717-7741862",2025-03-04 18:06:27,"Shipped","B0DBVM69Y6",1,149.99,40,"Branson","MO","65616"
"113-2099338-5693008",2025-03-04 17:56:26,"Shipped","B0DBVN24HV",1,199.99,40,"PONTE VEDRA","FL","32081"
"111-7971583-4465803",2025-03-04 17:45:25,"Shipped","B0DBYYVZMX",1,69.99,0,"LOCKHART","TX","78644"
"112-3604672-5243460",2025-03-04 17:20:23,"Shipped","B0DBZ7YNH5",1,38.99,7.8,"LONE GROVE","OK","73443"
"111-1771314-9209068",2025-03-04 17:00:05,"Shipped","B0DBZ7YNH5",1,38.99,7.8,"FORT WAYNE","IN","46807"
"114-6614471-2907441",2025-03-04 16:14:27,"Shipped","B0DBYYXW44",1,199.99,40,"PINEY FLATS","TN","37686"
"111-0604766-5224254",2025-03-04 15:41:15,"Shipped","B0DBYZ1P1H",1,199.99,20,"WARTRACE","TN","37183"
"112-9934132-8686655",2025-03-04 15:18:05,"Shipped","B0DBZB9JY5",1,69.99,17.5,"FRAMINGHAM","MA","01702"
"112-8061257-4531466",2025-03-04 15:13:52,"Shipped","B0DBYZ1P1H",1,199.99,20,"KNOX","IN","46534"
"114-4740780-4294642",2025-03-04 15:13:29,"Shipped","B0DBVJDNXF",1,119.99,40,"SCHERTZ","TX","78154"
"111-3906705-2789000",2025-03-04 14:57:44,"Shipped","B0DBVMLB8P",1,219.99,40,"KEENE","NH","03431"
"113-8171731-2685825",2025-03-04 14:47:49,"Shipped","B0DBYYXW44",1,199.99,40,"WOODBURY","NY","11797"
"113-0705923-1649804",2025-03-04 14:32:56,"Shipped","B0DBZ56PC3",1,199.99,40,"SARATOGA SPRINGS","UT","84045"
"113-0803474-3385846",2025-03-04 14:24:55,"Shipped","B0DBYV567L",1,119.99,40,"FORT WORTH","TX","76108"
"113-9457062-7605036",2025-03-04 14:22:15,"Shipped","B0DBYVNMF8",1,159.99,40,"EASTON","CT","06612"
"111-2440188-7963452",2025-03-04 14:04:32,"Shipped","B0DBVNT5V3",1,53.99,0,"CAMP LEJEUNE","NC","28547"
"111-2153119-8611418",2025-03-04 13:56:11,"Shipped","B0DBVMLB8P",1,219.99,40,"WATKINSVILLE","GA","30677"
"112-1823765-1363427",2025-03-04 13:35:04,"Shipped","B0DBYMRB1C",1,38.99,7.8,"RESTON","VA","20190"
"114-9429464-3716263",2025-03-04 12:26:47,"Shipped","B0DBZ7YNH5",1,38.99,0,"WESTFIELD","IN","46074"
"113-9244473-4870669",2025-03-04 12:20:50,"Shipped","B0DBYV7V8N",1,69.99,14,"APACHE JUNCTION","AZ","85120"
"113-8213459-7767428",2025-03-04 12:09:24,"Shipped","B0DBYX9CK6",1,49.99,7.5,"MOUNTVILLE","PA","17554"
"114-0029528-6356259",2025-03-04 12:06:29,"Shipped","B0DBYY5XMP",1,38.99,9.75,"NEW PORT RICHEY","FL","34654"
"112-9065915-3964205",2025-03-04 11:35:08,"Shipped","B0DBYV567L",1,119.99,40,"TOPEKA","KS","66607"
"114-0643947-0129066",2025-03-04 11:27:49,"Shipped","B0DBY8NGRN",1,159.99,40,"SAN ANTONIO","TX","78221"
"111-3274482-9198666",2025-03-04 11:17:19,"Shipped","B0DBY8NGRN",1,159.99,40,"COQUILLE","OR","97423"
"112-1124404-5976226",2025-03-04 11:07:06,"Shipped","B0DBZ5DYF4",1,119.99,40,"CARTERVILLE","IL","62918"
"111-4424570-8363421",2025-03-04 10:35:02,"Shipped","B0DBYV567L",1,119.99,40,"DERBY","MAINE","04463"
"112-9977739-4127427",2025-03-04 10:34:19,"Shipped","B0DBYX9CK6",1,49.99,7.5,"LEVITTOWN","PA","19054"
"113-8151015-1238603",2025-03-04 10:10:08,"Shipped","B0DBYX9CK6",1,49.99,7.5,"HIGHLAND","NY","12528"
"112-2181771-9209065",2025-03-04 09:56:29,"Shipped","B0DBYMRB1C",1,38.99,0,"PISCATAWAY","NJ","08854"
"114-2863680-6197816",2025-03-04 09:24:44,"Shipped","B0DBVNT5V3",1,53.99,8.1,"BOUCKVILLE","NY","13310"
"112-1204736-9209805",2025-03-04 08:58:16,"Shipped","B0DBYT5KQ7",1,119.99,40,"PALM BAY","FL","32909"
"112-5402902-2946617",2025-03-04 08:56:25,"Shipped","B0DBYX9CK6",1,49.99,7.5,"MASONVILLE","IA","50654"
"112-0208701-6493058",2025-03-04 08:37:21,"Shipped","B0DBYVNMF8",1,159.99,40,"PEORIA","AZ","85383"
"114-6538122-0941060",2025-03-04 08:33:42,"Shipped","B0DBYV7V8N",1,69.99,0,"RONKS","PA","17572"
"114-3364608-3166639",2025-03-04 08:31:57,"Shipped","B0DBYV567L",1,119.99,40,"HOSCHTON","GA","30548"
"113-3471383-3343465",2025-03-04 08:31:49,"Shipped","B0DBYVNMF8",1,159.99,40,"NORTHPORT","NY","11768"
"112-3831889-7874620",2025-03-04 08:28:31,"Shipped","B0DBYMRB1C",1,38.99,7.8,"ORLANDO","FL","32806"
"112-4154252-1509067",2025-03-04 08:11:46,"Shipped","B0DBYT5KQ7",1,119.99,40,"BOONES MILL","VA","24065"
"112-1669873-9755464",2025-03-04 07:59:39,"Shipped","B0DBYVNMF8",1,159.99,40,"LANSDOWNE","PA","19050"
"114-7356666-0449068",2025-03-04 07:42:38,"Shipped","B0DBYT5KQ7",1,119.99,40,"AKRON","OH","44333"
"112-9854331-4553006",2025-03-04 07:38:01,"Shipped","B0DBYX9CK6",1,49.99,0,"HAMPSTEAD","NH","03841"
"112-6426874-6542625",2025-03-04 06:51:06,"Shipped","B0DBYY5XMP",1,38.99,9.75,"PLEASANTON","CA","94566"
"112-4438430-1294662",2025-03-04 06:32:07,"Shipped","B0DBVN24HV",1,199.99,40,"BYRON","GA","31008"
"111-9391528-6469836",2025-03-04 06:10:33,"Shipped","B0DBYYXW44",1,199.99,40,"ARVADA","CO","80002"
"111-7731411-0181866",2025-03-04 04:44:10,"Shipped","B0DBYSVWYJ",1,159.99,40,"HOWELL","NJ","07731"
"111-9754684-8161049",2025-03-04 03:58:37,"Shipped","B0DBYYVZMX",1,69.99,17.5,"WOODBINE","MD","21797"
"113-3936123-3234667",2025-03-04 02:56:50,"Shipped","B0DQ8C6CY8",1,69.99,0,"SAN BERNARDINO","CA","92404"
"114-7950897-7699442",2025-03-04 02:26:15,"Shipped","B0DBYP9F11",1,38.99,9.75,"DALLAS","TX","75214"
"114-7164643-6490608",2025-03-03 21:50:41,"Shipped","B0DBVNT5V3",1,53.99,8.1,"Topeka","Kansas","66610"
"112-1030181-4091458",2025-03-03 21:16:22,"Shipped","B0DQ8D9WPY",1,119.99,40,"PALM SPRINGS","CA","92262"
"114-2529760-8797023",2025-03-03 21:11:32,"Shipped","B0DBZB9JY5",1,69.99,17.5,"FONTANA","CA","92336"
"112-4826059-1700236",2025-03-03 21:00:51,"Shipped","B0DBYVNMF8",1,159.99,40,"WESLEY CHAPEL","FL","33545"
"112-0631985-4700221",2025-03-03 20:30:07,"Shipped","B0DBYSVWYJ",1,159.99,0,"LEVITTOWN","NY","11756"
"113-5073276-8683421",2025-03-03 19:33:27,"Shipped","B0DBVPWW8F",1,25.99,0,"CREOLA","AL","36525"
"112-6508685-4809009",2025-03-03 19:03:33,"Shipped","B0DBYX9CK6",1,49.99,7.5,"TROY","AL","36081"
"112-9172462-6046608",2025-03-03 18:28:41,"Shipped","B0DBYY5XMP",1,38.99,9.75,"NORRISTOWN","PA","19403"
"111-4785455-3525059",2025-03-03 18:25:06,"Shipped","B0DBYMRB1C",1,38.99,7.8,"WESTFIELD","NJ","07090"
"111-5132084-1986630",2025-03-03 18:22:39,"Shipped","B0DBYT5KQ7",1,119.99,40,"INVERNESS","IL","60010"
"111-0619982-2956266",2025-03-03 18:20:52,"Shipped","B0DBYP9F11",2,77.98,19.5,"JEFFERSON","GA","30549"
"114-7781522-6235406",2025-03-03 18:19:22,"Shipped","B0DBYV7V8N",1,69.99,14,"FORT MYERS","FL","33905"
"114-3264671-0277810",2025-03-03 18:17:39,"Shipped","B0DBYV7V8N",1,69.99,14,"SANDY HOOK","CT","06482"
"114-9035971-8382635",2025-03-03 18:07:44,"Shipped","B0DBYV7V8N",1,69.99,0,"KISSIMMEE","FL","34747"
"111-6831356-4114623",2025-03-03 18:04:57,"Shipped","B0DBYP9F11",1,38.99,9.75,"MINNEAPOLIS","MN","55404"
"114-7370927-3544244",2025-03-03 17:52:58,"Shipped","B0DBZ7YNH5",1,38.99,7.8,"NAMPA","ID","83686"
"111-8471566-6604203",2025-03-03 17:48:09,"Shipped","B0DBY8NGRN",1,159.99,40,"BELVIDERE","IL","61008"
"112-5519326-4175400",2025-03-03 17:28:09,"Shipped","B0DBVM69Y6",1,149.99,40,"LOCKPORT","IL","60441"
